species_name	surface_name	formation_energy	frequencies	reference
CH3C-HO_s	Ru	1.89	[3097.2,3054.5,2980.7,1752.7,1453.0,1448.2,1366.9,1223.2,1079.5,984.8,934.8,632.9,563.1,424.2,370.9,266.2,254.7,245.2,238.6,237.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-HO_s	Rh	2	[3097.2,3054.5,2980.7,1752.7,1453.0,1448.2,1366.9,1223.2,1079.5,984.8,934.8,632.9,563.1,424.2,370.9,266.2,254.7,245.2,238.6,237.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-HO_s	Ni	2.34	[3097.2,3054.5,2980.7,1752.7,1453.0,1448.2,1366.9,1223.2,1079.5,984.8,934.8,632.9,563.1,424.2,370.9,266.2,254.7,245.2,238.6,237.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH3C-HO_s	Cu	3.17	[3097.2,3054.5,2980.7,1752.7,1453.0,1448.2,1366.9,1223.2,1079.5,984.8,934.8,632.9,563.1,424.2,370.9,266.2,254.7,245.2,238.6,237.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-HO_s	Co	1.95	[3070.4,3051.6,3018.1,2979.2,1700.0,1461.0,1454.9,1385.5,1341.5,1165.1,1091.6,1061.1,984.1,861.5,537.7,485.1,356.6,310.8,253.8,252.3,248.2,238.3,236.5]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-HO_s	Fe	1.62	[3070.4,3051.6,3018.1,2979.2,1700.0,1461.0,1454.9,1385.5,1341.5,1165.1,1091.6,1061.1,984.1,861.5,537.7,485.1,356.6,310.8,253.8,252.3,248.2,238.3,236.5]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-HO_s	Pt	2.47	[3070.4,3051.6,3018.1,2979.2,1700.0,1461.0,1454.9,1385.5,1341.5,1165.1,1091.6,1061.1,984.1,861.5,537.7,485.1,356.6,310.8,253.8,252.3,248.2,238.3,236.5]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-HO_s	Pd	2.36	[3070.4,3051.6,3018.1,2979.2,1700.0,1461.0,1454.9,1385.5,1341.5,1165.1,1091.6,1061.1,984.1,861.5,537.7,485.1,356.6,310.8,253.8,252.3,248.2,238.3,236.5]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-HO_s	Ru	1.94	[3070.4,3051.6,3018.1,2979.2,1700.0,1461.0,1454.9,1385.5,1341.5,1165.1,1091.6,1061.1,984.1,861.5,537.7,485.1,356.6,310.8,253.8,252.3,248.2,238.3,236.5]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-HO_s	Rh	2.11	[3070.4,3051.6,3018.1,2979.2,1700.0,1461.0,1454.9,1385.5,1341.5,1165.1,1091.6,1061.1,984.1,861.5,537.7,485.1,356.6,310.8,253.8,252.3,248.2,238.3,236.5]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-HO_s	Ni	2.05	[3070.4,3051.6,3018.1,2979.2,1700.0,1461.0,1454.9,1385.5,1341.5,1165.1,1091.6,1061.1,984.1,861.5,537.7,485.1,356.6,310.8,253.8,252.3,248.2,238.3,236.5]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-HO_s	Cu	2.55	[3070.4,3051.6,3018.1,2979.2,1700.0,1461.0,1454.9,1385.5,1341.5,1165.1,1091.6,1061.1,984.1,861.5,537.7,485.1,356.6,310.8,253.8,252.3,248.2,238.3,236.5]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-O_s	Co	2.81	[3083.0,3034.9,2969.9,2632.9,1463.3,1439.6,1366.5,1310.1,1051.8,997.2,953.8,839.8,474.5,424.8,336.5,277.5,253.9,252.6,241.3,237.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-O_s	Fe	2.15	[3083.0,3034.9,2969.9,2632.9,1463.3,1439.6,1366.5,1310.1,1051.8,997.2,953.8,839.8,474.5,424.8,336.5,277.5,253.9,252.6,241.3,237.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-O_s	Pt	3.62	[3083.0,3034.9,2969.9,2632.9,1463.3,1439.6,1366.5,1310.1,1051.8,997.2,953.8,839.8,474.5,424.8,336.5,277.5,253.9,252.6,241.3,237.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-O_s	Pd	3.71	[3083.0,3034.9,2969.9,2632.9,1463.3,1439.6,1366.5,1310.1,1051.8,997.2,953.8,839.8,474.5,424.8,336.5,277.5,253.9,252.6,241.3,237.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-O_s	Ru	2.62	[3083.0,3034.9,2969.9,2632.9,1463.3,1439.6,1366.5,1310.1,1051.8,997.2,953.8,839.8,474.5,424.8,336.5,277.5,253.9,252.6,241.3,237.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-O_s	Rh	2.87	[3083.0,3034.9,2969.9,2632.9,1463.3,1439.6,1366.5,1310.1,1051.8,997.2,953.8,839.8,474.5,424.8,336.5,277.5,253.9,252.6,241.3,237.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-O_s	Ni	3.06	[3083.0,3034.9,2969.9,2632.9,1463.3,1439.6,1366.5,1310.1,1051.8,997.2,953.8,839.8,474.5,424.8,336.5,277.5,253.9,252.6,241.3,237.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-O_s	Cu	4.17	[3083.0,3034.9,2969.9,2632.9,1463.3,1439.6,1366.5,1310.1,1051.8,997.2,953.8,839.8,474.5,424.8,336.5,277.5,253.9,252.6,241.3,237.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH2CH-O_s	Co	3.26	[3099.7,3029.0,3023.1,1420.3,1167.5,1087.9,904.7,888.2,758.5,619.6,488.1,461.4,370.4,354.6,291.3,248.6,245.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH2CH-O_s	Fe	2.58	[3099.7,3029.0,3023.1,1420.3,1167.5,1087.9,904.7,888.2,758.5,619.6,488.1,461.4,370.4,354.6,291.3,248.6,245.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH2CH-O_s	Pt	4.24	[3099.7,3029.0,3023.1,1420.3,1167.5,1087.9,904.7,888.2,758.5,619.6,488.1,461.4,370.4,354.6,291.3,248.6,245.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH2CH-O_s	Pd	4.31	[3099.7,3029.0,3023.1,1420.3,1167.5,1087.9,904.7,888.2,758.5,619.6,488.1,461.4,370.4,354.6,291.3,248.6,245.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH2CH-O_s	Ru	3.13	[3099.7,3029.0,3023.1,1420.3,1167.5,1087.9,904.7,888.2,758.5,619.6,488.1,461.4,370.4,354.6,291.3,248.6,245.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH2CH-O_s	Rh	3.4	[3099.7,3029.0,3023.1,1420.3,1167.5,1087.9,904.7,888.2,758.5,619.6,488.1,461.4,370.4,354.6,291.3,248.6,245.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH2CH-O_s	Ni	3.54	[3099.7,3029.0,3023.1,1420.3,1167.5,1087.9,904.7,888.2,758.5,619.6,488.1,461.4,370.4,354.6,291.3,248.6,245.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH2CH-O_s	Cu	4.64	[3099.7,3029.0,3023.1,1420.3,1167.5,1087.9,904.7,888.2,758.5,619.6,488.1,461.4,370.4,354.6,291.3,248.6,245.0]	ACS Catal. 2021, 11, 23, 14545–14560
CHCH-O_s	Co	3.45	[3113.0,3026.3,1162.9,1106.4,999.9,841.6,688.9,503.5,456.3,434.4,333.8,290.0,276.0,257.0]	ACS Catal. 2021, 11, 23, 14545–14560
CHCH-O_s	Fe	2.69	[3113.0,3026.3,1162.9,1106.4,999.9,841.6,688.9,503.5,456.3,434.4,333.8,290.0,276.0,257.0]	ACS Catal. 2021, 11, 23, 14545–14560
CHCH-O_s	Pt	4.31	[3113.0,3026.3,1162.9,1106.4,999.9,841.6,688.9,503.5,456.3,434.4,333.8,290.0,276.0,257.0]	ACS Catal. 2021, 11, 23, 14545–14560
CHCH-O_s	Pd	4.43	[3113.0,3026.3,1162.9,1106.4,999.9,841.6,688.9,503.5,456.3,434.4,333.8,290.0,276.0,257.0]	ACS Catal. 2021, 11, 23, 14545–14560
CHCH-O_s	Ru	3.21	[3113.0,3026.3,1162.9,1106.4,999.9,841.6,688.9,503.5,456.3,434.4,333.8,290.0,276.0,257.0]	ACS Catal. 2021, 11, 23, 14545–14560
CHCH-O_s	Rh	3.48	[3113.0,3026.3,1162.9,1106.4,999.9,841.6,688.9,503.5,456.3,434.4,333.8,290.0,276.0,257.0]	ACS Catal. 2021, 11, 23, 14545–14560
CHCH-O_s	Ni	3.73	[3113.0,3026.3,1162.9,1106.4,999.9,841.6,688.9,503.5,456.3,434.4,333.8,290.0,276.0,257.0]	ACS Catal. 2021, 11, 23, 14545–14560
CHCH-O_s	Cu	4.96	[3113.0,3026.3,1162.9,1106.4,999.9,841.6,688.9,503.5,456.3,434.4,333.8,290.0,276.0,257.0]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2O-H_s	Co	2.12	[3072.1,3067.5,3031.5,2992.7,2986.5,1486.4,1471.1,1467.0,1392.3,1354.3,1273.6,1208.2,1118.6,1083.5,984.0,829.9,798.8,614.1,433.1,292.9,268.4,249.8,244.8,236.1,234.7,233.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2O-H_s	Fe	2.01	[3072.1,3067.5,3031.5,2992.7,2986.5,1486.4,1471.1,1467.0,1392.3,1354.3,1273.6,1208.2,1118.6,1083.5,984.0,829.9,798.8,614.1,433.1,292.9,268.4,249.8,244.8,236.1,234.7,233.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2O-H_s	Pt	2.4	[3072.1,3067.5,3031.5,2992.7,2986.5,1486.4,1471.1,1467.0,1392.3,1354.3,1273.6,1208.2,1118.6,1083.5,984.0,829.9,798.8,614.1,433.1,292.9,268.4,249.8,244.8,236.1,234.7,233.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2O-H_s	Pd	2.37	[3072.1,3067.5,3031.5,2992.7,2986.5,1486.4,1471.1,1467.0,1392.3,1354.3,1273.6,1208.2,1118.6,1083.5,984.0,829.9,798.8,614.1,433.1,292.9,268.4,249.8,244.8,236.1,234.7,233.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2O-H_s	Ru	2.15	[3072.1,3067.5,3031.5,2992.7,2986.5,1486.4,1471.1,1467.0,1392.3,1354.3,1273.6,1208.2,1118.6,1083.5,984.0,829.9,798.8,614.1,433.1,292.9,268.4,249.8,244.8,236.1,234.7,233.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2O-H_s	Rh	2.22	[3072.1,3067.5,3031.5,2992.7,2986.5,1486.4,1471.1,1467.0,1392.3,1354.3,1273.6,1208.2,1118.6,1083.5,984.0,829.9,798.8,614.1,433.1,292.9,268.4,249.8,244.8,236.1,234.7,233.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2O-H_s	Ni	2.18	[3072.1,3067.5,3031.5,2992.7,2986.5,1486.4,1471.1,1467.0,1392.3,1354.3,1273.6,1208.2,1118.6,1083.5,984.0,829.9,798.8,614.1,433.1,292.9,268.4,249.8,244.8,236.1,234.7,233.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2O-H_s	Cu	2.36	[3072.1,3067.5,3031.5,2992.7,2986.5,1486.4,1471.1,1467.0,1392.3,1354.3,1273.6,1208.2,1118.6,1083.5,984.0,829.9,798.8,614.1,433.1,292.9,268.4,249.8,244.8,236.1,234.7,233.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2-O_s	Co	2.19	[3178.2,3080.0,3059.8,3017.6,2943.1,1467.8,1449.6,1442.7,1372.9,1198.0,1074.6,988.8,864.6,814.8,606.5,440.1,373.5,328.5,253.6,249.1,237.3,236.0,233.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2-O_s	Fe	1.62	[3178.2,3080.0,3059.8,3017.6,2943.1,1467.8,1449.6,1442.7,1372.9,1198.0,1074.6,988.8,864.6,814.8,606.5,440.1,373.5,328.5,253.6,249.1,237.3,236.0,233.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2-O_s	Pt	3.34	[3178.2,3080.0,3059.8,3017.6,2943.1,1467.8,1449.6,1442.7,1372.9,1198.0,1074.6,988.8,864.6,814.8,606.5,440.1,373.5,328.5,253.6,249.1,237.3,236.0,233.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2-O_s	Pd	3.34	[3178.2,3080.0,3059.8,3017.6,2943.1,1467.8,1449.6,1442.7,1372.9,1198.0,1074.6,988.8,864.6,814.8,606.5,440.1,373.5,328.5,253.6,249.1,237.3,236.0,233.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2-O_s	Ru	2.2	[3178.2,3080.0,3059.8,3017.6,2943.1,1467.8,1449.6,1442.7,1372.9,1198.0,1074.6,988.8,864.6,814.8,606.5,440.1,373.5,328.5,253.6,249.1,237.3,236.0,233.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2-O_s	Rh	2.47	[3178.2,3080.0,3059.8,3017.6,2943.1,1467.8,1449.6,1442.7,1372.9,1198.0,1074.6,988.8,864.6,814.8,606.5,440.1,373.5,328.5,253.6,249.1,237.3,236.0,233.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2-O_s	Ni	2.48	[3178.2,3080.0,3059.8,3017.6,2943.1,1467.8,1449.6,1442.7,1372.9,1198.0,1074.6,988.8,864.6,814.8,606.5,440.1,373.5,328.5,253.6,249.1,237.3,236.0,233.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2-O_s	Cu	3.43	[3178.2,3080.0,3059.8,3017.6,2943.1,1467.8,1449.6,1442.7,1372.9,1198.0,1074.6,988.8,864.6,814.8,606.5,440.1,373.5,328.5,253.6,249.1,237.3,236.0,233.2]	ACS Catal. 2021, 11, 23, 14545–14560
O-COH_s	Co	2.82	[3748.9,1324.1,1118.4,596.6,490.9,419.3,333.4,291.0,266.0,216.9,153.8]	ACS Catal. 2021, 11, 23, 14545–14560
O-COH_s	Fe	2.04	[3748.9,1324.1,1118.4,596.6,490.9,419.3,333.4,291.0,266.0,216.9,153.8]	ACS Catal. 2021, 11, 23, 14545–14560
O-COH_s	Pt	3.41	[3748.9,1324.1,1118.4,596.6,490.9,419.3,333.4,291.0,266.0,216.9,153.8]	ACS Catal. 2021, 11, 23, 14545–14560
O-COH_s	Pd	3.57	[3748.9,1324.1,1118.4,596.6,490.9,419.3,333.4,291.0,266.0,216.9,153.8]	ACS Catal. 2021, 11, 23, 14545–14560
O-COH_s	Ru	2.46	[3748.9,1324.1,1118.4,596.6,490.9,419.3,333.4,291.0,266.0,216.9,153.8]	ACS Catal. 2021, 11, 23, 14545–14560
O-COH_s	Rh	2.69	[3748.9,1324.1,1118.4,596.6,490.9,419.3,333.4,291.0,266.0,216.9,153.8]	ACS Catal. 2021, 11, 23, 14545–14560
O-COH_s	Ni	3.06	[3748.9,1324.1,1118.4,596.6,490.9,419.3,333.4,291.0,266.0,216.9,153.8]	ACS Catal. 2021, 11, 23, 14545–14560
O-COH_s	Cu	4.36	[3748.9,1324.1,1118.4,596.6,490.9,419.3,333.4,291.0,266.0,216.9,153.8]	ACS Catal. 2021, 11, 23, 14545–14560
CO-OH_s	Co	2.21	[3749.0,1899.0,852.7,607.3,528.7,404.8,392.4,310.7,167.7,135.4,132.9]	ACS Catal. 2021, 11, 23, 14545–14560
CO-OH_s	Fe	1.79	[3749.0,1899.0,852.7,607.3,528.7,404.8,392.4,310.7,167.7,135.4,132.9]	ACS Catal. 2021, 11, 23, 14545–14560
CO-OH_s	Pt	2.2	[3749.0,1899.0,852.7,607.3,528.7,404.8,392.4,310.7,167.7,135.4,132.9]	ACS Catal. 2021, 11, 23, 14545–14560
CO-OH_s	Pd	2.34	[3749.0,1899.0,852.7,607.3,528.7,404.8,392.4,310.7,167.7,135.4,132.9]	ACS Catal. 2021, 11, 23, 14545–14560
CO-OH_s	Ru	1.9	[3749.0,1899.0,852.7,607.3,528.7,404.8,392.4,310.7,167.7,135.4,132.9]	ACS Catal. 2021, 11, 23, 14545–14560
CO-OH_s	Rh	1.98	[3749.0,1899.0,852.7,607.3,528.7,404.8,392.4,310.7,167.7,135.4,132.9]	ACS Catal. 2021, 11, 23, 14545–14560
CO-OH_s	Ni	2.29	[3749.0,1899.0,852.7,607.3,528.7,404.8,392.4,310.7,167.7,135.4,132.9]	ACS Catal. 2021, 11, 23, 14545–14560
CO-OH_s	Cu	2.95	[3749.0,1899.0,852.7,607.3,528.7,404.8,392.4,310.7,167.7,135.4,132.9]	ACS Catal. 2021, 11, 23, 14545–14560
COO-H_s	Co	2.73	[1763.2,1503.1,1105.7,614.0,581.2,559.3,438.9,224.0,150.6,125.8,124.4]	ACS Catal. 2021, 11, 23, 14545–14560
COO-H_s	Fe	2.35	[1763.2,1503.1,1105.7,614.0,581.2,559.3,438.9,224.0,150.6,125.8,124.4]	ACS Catal. 2021, 11, 23, 14545–14560
COO-H_s	Pt	2.56	[1763.2,1503.1,1105.7,614.0,581.2,559.3,438.9,224.0,150.6,125.8,124.4]	ACS Catal. 2021, 11, 23, 14545–14560
COO-H_s	Pd	2.69	[1763.2,1503.1,1105.7,614.0,581.2,559.3,438.9,224.0,150.6,125.8,124.4]	ACS Catal. 2021, 11, 23, 14545–14560
COO-H_s	Ru	2.4	[1763.2,1503.1,1105.7,614.0,581.2,559.3,438.9,224.0,150.6,125.8,124.4]	ACS Catal. 2021, 11, 23, 14545–14560
COO-H_s	Rh	2.44	[1763.2,1503.1,1105.7,614.0,581.2,559.3,438.9,224.0,150.6,125.8,124.4]	ACS Catal. 2021, 11, 23, 14545–14560
COO-H_s	Ni	2.76	[1763.2,1503.1,1105.7,614.0,581.2,559.3,438.9,224.0,150.6,125.8,124.4]	ACS Catal. 2021, 11, 23, 14545–14560
COO-H_s	Cu	3.34	[1763.2,1503.1,1105.7,614.0,581.2,559.3,438.9,224.0,150.6,125.8,124.4]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CH2-H_s	Co	2.35	[3073.5,3069.8,3063.6,3014.2,3007.4,2991.1,2975.8,1745.9,1488.9,1479.6,1467.3,1435.1,1389.0,1322.5,1294.2,1208.5,1156.6,1080.6,1002.7,976.8,888.3,805.0,694.6,545.2,433.6,240.9,237.3,165.5,132.6,130.5,129.6,126.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CH2-H_s	Fe	1.9	[3073.5,3069.8,3063.6,3014.2,3007.4,2991.1,2975.8,1745.9,1488.9,1479.6,1467.3,1435.1,1389.0,1322.5,1294.2,1208.5,1156.6,1080.6,1002.7,976.8,888.3,805.0,694.6,545.2,433.6,240.9,237.3,165.5,132.6,130.5,129.6,126.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CH2-H_s	Pt	2.27	[3073.5,3069.8,3063.6,3014.2,3007.4,2991.1,2975.8,1745.9,1488.9,1479.6,1467.3,1435.1,1389.0,1322.5,1294.2,1208.5,1156.6,1080.6,1002.7,976.8,888.3,805.0,694.6,545.2,433.6,240.9,237.3,165.5,132.6,130.5,129.6,126.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CH2-H_s	Pd	2.29	[3073.5,3069.8,3063.6,3014.2,3007.4,2991.1,2975.8,1745.9,1488.9,1479.6,1467.3,1435.1,1389.0,1322.5,1294.2,1208.5,1156.6,1080.6,1002.7,976.8,888.3,805.0,694.6,545.2,433.6,240.9,237.3,165.5,132.6,130.5,129.6,126.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CH2-H_s	Ru	2.03	[3073.5,3069.8,3063.6,3014.2,3007.4,2991.1,2975.8,1745.9,1488.9,1479.6,1467.3,1435.1,1389.0,1322.5,1294.2,1208.5,1156.6,1080.6,1002.7,976.8,888.3,805.0,694.6,545.2,433.6,240.9,237.3,165.5,132.6,130.5,129.6,126.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CH2-H_s	Rh	2.12	[3073.5,3069.8,3063.6,3014.2,3007.4,2991.1,2975.8,1745.9,1488.9,1479.6,1467.3,1435.1,1389.0,1322.5,1294.2,1208.5,1156.6,1080.6,1002.7,976.8,888.3,805.0,694.6,545.2,433.6,240.9,237.3,165.5,132.6,130.5,129.6,126.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CH2-H_s	Ni	2.37	[3073.5,3069.8,3063.6,3014.2,3007.4,2991.1,2975.8,1745.9,1488.9,1479.6,1467.3,1435.1,1389.0,1322.5,1294.2,1208.5,1156.6,1080.6,1002.7,976.8,888.3,805.0,694.6,545.2,433.6,240.9,237.3,165.5,132.6,130.5,129.6,126.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CH2-H_s	Cu	3.02	[3073.5,3069.8,3063.6,3014.2,3007.4,2991.1,2975.8,1745.9,1488.9,1479.6,1467.3,1435.1,1389.0,1322.5,1294.2,1208.5,1156.6,1080.6,1002.7,976.8,888.3,805.0,694.6,545.2,433.6,240.9,237.3,165.5,132.6,130.5,129.6,126.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CH-H_s	Co	2.97	[3074.3,3067.3,3014.3,2993.2,2971.1,2934.9,2040.0,1481.9,1472.3,1442.4,1388.0,1307.2,1269.1,1219.1,1068.5,1063.1,1008.2,994.2,890.1,782.6,545.6,502.5,395.9,287.1,211.4,185.9,143.4,137.0,134.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CH-H_s	Fe	2.27	[3074.3,3067.3,3014.3,2993.2,2971.1,2934.9,2040.0,1481.9,1472.3,1442.4,1388.0,1307.2,1269.1,1219.1,1068.5,1063.1,1008.2,994.2,890.1,782.6,545.6,502.5,395.9,287.1,211.4,185.9,143.4,137.0,134.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CH-H_s	Pt	2.75	[3074.3,3067.3,3014.3,2993.2,2971.1,2934.9,2040.0,1481.9,1472.3,1442.4,1388.0,1307.2,1269.1,1219.1,1068.5,1063.1,1008.2,994.2,890.1,782.6,545.6,502.5,395.9,287.1,211.4,185.9,143.4,137.0,134.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CH-H_s	Pd	2.87	[3074.3,3067.3,3014.3,2993.2,2971.1,2934.9,2040.0,1481.9,1472.3,1442.4,1388.0,1307.2,1269.1,1219.1,1068.5,1063.1,1008.2,994.2,890.1,782.6,545.6,502.5,395.9,287.1,211.4,185.9,143.4,137.0,134.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CH-H_s	Ru	2.41	[3074.3,3067.3,3014.3,2993.2,2971.1,2934.9,2040.0,1481.9,1472.3,1442.4,1388.0,1307.2,1269.1,1219.1,1068.5,1063.1,1008.2,994.2,890.1,782.6,545.6,502.5,395.9,287.1,211.4,185.9,143.4,137.0,134.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CH-H_s	Rh	2.53	[3074.3,3067.3,3014.3,2993.2,2971.1,2934.9,2040.0,1481.9,1472.3,1442.4,1388.0,1307.2,1269.1,1219.1,1068.5,1063.1,1008.2,994.2,890.1,782.6,545.6,502.5,395.9,287.1,211.4,185.9,143.4,137.0,134.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CH-H_s	Ni	3.02	[3074.3,3067.3,3014.3,2993.2,2971.1,2934.9,2040.0,1481.9,1472.3,1442.4,1388.0,1307.2,1269.1,1219.1,1068.5,1063.1,1008.2,994.2,890.1,782.6,545.6,502.5,395.9,287.1,211.4,185.9,143.4,137.0,134.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CH-H_s	Cu	4.09	[3074.3,3067.3,3014.3,2993.2,2971.1,2934.9,2040.0,1481.9,1472.3,1442.4,1388.0,1307.2,1269.1,1219.1,1068.5,1063.1,1008.2,994.2,890.1,782.6,545.6,502.5,395.9,287.1,211.4,185.9,143.4,137.0,134.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-HCH2_s	Co	2.66	[3091.4,3081.4,3066.3,3052.0,3005.4,2978.3,1906.4,1474.1,1465.1,1437.7,1385.7,1320.7,1186.8,1102.1,1052.8,1019.3,984.0,958.3,862.1,733.1,563.5,457.8,315.3,303.9,252.6,184.5,154.5,135.1,132.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-HCH2_s	Fe	2.33	[3091.4,3081.4,3066.3,3052.0,3005.4,2978.3,1906.4,1474.1,1465.1,1437.7,1385.7,1320.7,1186.8,1102.1,1052.8,1019.3,984.0,958.3,862.1,733.1,563.5,457.8,315.3,303.9,252.6,184.5,154.5,135.1,132.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-HCH2_s	Pt	2.65	[3091.4,3081.4,3066.3,3052.0,3005.4,2978.3,1906.4,1474.1,1465.1,1437.7,1385.7,1320.7,1186.8,1102.1,1052.8,1019.3,984.0,958.3,862.1,733.1,563.5,457.8,315.3,303.9,252.6,184.5,154.5,135.1,132.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-HCH2_s	Pd	2.62	[3091.4,3081.4,3066.3,3052.0,3005.4,2978.3,1906.4,1474.1,1465.1,1437.7,1385.7,1320.7,1186.8,1102.1,1052.8,1019.3,984.0,958.3,862.1,733.1,563.5,457.8,315.3,303.9,252.6,184.5,154.5,135.1,132.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-HCH2_s	Ru	2.45	[3091.4,3081.4,3066.3,3052.0,3005.4,2978.3,1906.4,1474.1,1465.1,1437.7,1385.7,1320.7,1186.8,1102.1,1052.8,1019.3,984.0,958.3,862.1,733.1,563.5,457.8,315.3,303.9,252.6,184.5,154.5,135.1,132.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-HCH2_s	Rh	2.54	[3091.4,3081.4,3066.3,3052.0,3005.4,2978.3,1906.4,1474.1,1465.1,1437.7,1385.7,1320.7,1186.8,1102.1,1052.8,1019.3,984.0,958.3,862.1,733.1,563.5,457.8,315.3,303.9,252.6,184.5,154.5,135.1,132.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-HCH2_s	Ni	2.67	[3091.4,3081.4,3066.3,3052.0,3005.4,2978.3,1906.4,1474.1,1465.1,1437.7,1385.7,1320.7,1186.8,1102.1,1052.8,1019.3,984.0,958.3,862.1,733.1,563.5,457.8,315.3,303.9,252.6,184.5,154.5,135.1,132.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH-HCH2_s	Cu	3.14	[3091.4,3081.4,3066.3,3052.0,3005.4,2978.3,1906.4,1474.1,1465.1,1437.7,1385.7,1320.7,1186.8,1102.1,1052.8,1019.3,984.0,958.3,862.1,733.1,563.5,457.8,315.3,303.9,252.6,184.5,154.5,135.1,132.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2C-H_s	Co	3.04	[3082.0,3069.4,3023.4,2996.6,2976.6,1987.6,1483.2,1477.4,1439.3,1392.8,1288.4,1251.3,1064.8,1050.8,1024.0,902.5,786.6,632.7,553.5,435.9,344.8,272.5,259.9,191.0,139.3,135.3]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2C-H_s	Fe	2.17	[3082.0,3069.4,3023.4,2996.6,2976.6,1987.6,1483.2,1477.4,1439.3,1392.8,1288.4,1251.3,1064.8,1050.8,1024.0,902.5,786.6,632.7,553.5,435.9,344.8,272.5,259.9,191.0,139.3,135.3]	ACS Catal. 2021, 11, 23, 14545–14560
