species_name	surface_name	formation_energy	frequencies	reference
CH3CCO_s	Cu	4.69	[3070.0,3050.9,2979.8,1484.3,1460.4,1449.9,1371.2,1106.8,1038.8,986.5,824.6,650.5,387.7,354.9,327.3,271.3,250.8,249.2,244.6,244.1,233.8]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CHCO_s	Co	3.5	[3082.8,3061.2,3039.4,2975.3,1472.3,1460.3,1385.7,1362.9,1279.2,1088.4,1032.9,992.2,890.9,748.8,658.9,455.2,368.9,305.8,283.9,250.2,246.1,240.1,237.1,234.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CHCO_s	Fe	3.37	[3082.8,3061.2,3039.4,2975.3,1472.3,1460.3,1385.7,1362.9,1279.2,1088.4,1032.9,992.2,890.9,748.8,658.9,455.2,368.9,305.8,283.9,250.2,246.1,240.1,237.1,234.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CHCO_s	Pt	3.89	[3082.8,3061.2,3039.4,2975.3,1472.3,1460.3,1385.7,1362.9,1279.2,1088.4,1032.9,992.2,890.9,748.8,658.9,455.2,368.9,305.8,283.9,250.2,246.1,240.1,237.1,234.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CHCO_s	Pd	3.87	[3082.8,3061.2,3039.4,2975.3,1472.3,1460.3,1385.7,1362.9,1279.2,1088.4,1032.9,992.2,890.9,748.8,658.9,455.2,368.9,305.8,283.9,250.2,246.1,240.1,237.1,234.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CHCO_s	Ru	3.56	[3082.8,3061.2,3039.4,2975.3,1472.3,1460.3,1385.7,1362.9,1279.2,1088.4,1032.9,992.2,890.9,748.8,658.9,455.2,368.9,305.8,283.9,250.2,246.1,240.1,237.1,234.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CHCO_s	Rh	3.64	[3082.8,3061.2,3039.4,2975.3,1472.3,1460.3,1385.7,1362.9,1279.2,1088.4,1032.9,992.2,890.9,748.8,658.9,455.2,368.9,305.8,283.9,250.2,246.1,240.1,237.1,234.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CHCO_s	Ni	3.59	[3082.8,3061.2,3039.4,2975.3,1472.3,1460.3,1385.7,1362.9,1279.2,1088.4,1032.9,992.2,890.9,748.8,658.9,455.2,368.9,305.8,283.9,250.2,246.1,240.1,237.1,234.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CHCO_s	Cu	3.8	[3082.8,3061.2,3039.4,2975.3,1472.3,1460.3,1385.7,1362.9,1279.2,1088.4,1032.9,992.2,890.9,748.8,658.9,455.2,368.9,305.8,283.9,250.2,246.1,240.1,237.1,234.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CO_s	Co	2.54	[3078.1,3067.1,3046.7,2995.5,2982.2,1486.9,1477.4,1449.9,1387.7,1295.4,1256.9,1212.1,1098.8,1038.6,978.0,896.6,792.0,587.5,468.7,366.5,266.0,255.2,243.7,239.5,234.8,233.7,228.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CO_s	Fe	2.14	[3078.1,3067.1,3046.7,2995.5,2982.2,1486.9,1477.4,1449.9,1387.7,1295.4,1256.9,1212.1,1098.8,1038.6,978.0,896.6,792.0,587.5,468.7,366.5,266.0,255.2,243.7,239.5,234.8,233.7,228.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CO_s	Pt	2.31	[3078.1,3067.1,3046.7,2995.5,2982.2,1486.9,1477.4,1449.9,1387.7,1295.4,1256.9,1212.1,1098.8,1038.6,978.0,896.6,792.0,587.5,468.7,366.5,266.0,255.2,243.7,239.5,234.8,233.7,228.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CO_s	Pd	2.48	[3078.1,3067.1,3046.7,2995.5,2982.2,1486.9,1477.4,1449.9,1387.7,1295.4,1256.9,1212.1,1098.8,1038.6,978.0,896.6,792.0,587.5,468.7,366.5,266.0,255.2,243.7,239.5,234.8,233.7,228.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CO_s	Ru	2.17	[3078.1,3067.1,3046.7,2995.5,2982.2,1486.9,1477.4,1449.9,1387.7,1295.4,1256.9,1212.1,1098.8,1038.6,978.0,896.6,792.0,587.5,468.7,366.5,266.0,255.2,243.7,239.5,234.8,233.7,228.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CO_s	Rh	2.2	[3078.1,3067.1,3046.7,2995.5,2982.2,1486.9,1477.4,1449.9,1387.7,1295.4,1256.9,1212.1,1098.8,1038.6,978.0,896.6,792.0,587.5,468.7,366.5,266.0,255.2,243.7,239.5,234.8,233.7,228.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CO_s	Ni	2.58	[3078.1,3067.1,3046.7,2995.5,2982.2,1486.9,1477.4,1449.9,1387.7,1295.4,1256.9,1212.1,1098.8,1038.6,978.0,896.6,792.0,587.5,468.7,366.5,266.0,255.2,243.7,239.5,234.8,233.7,228.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CH2CO_s	Cu	3.2	[3078.1,3067.1,3046.7,2995.5,2982.2,1486.9,1477.4,1449.9,1387.7,1295.4,1256.9,1212.1,1098.8,1038.6,978.0,896.6,792.0,587.5,468.7,366.5,266.0,255.2,243.7,239.5,234.8,233.7,228.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CCHO_s	Co	3.04	[3048.4,3027.4,2982.6,2913.5,1461.8,1440.0,1400.2,1372.9,1266.9,1099.6,1039.0,1004.2,952.2,830.5,566.9,444.1,379.1,329.5,293.2,266.6,257.4,249.5,242.4,239.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CCHO_s	Fe	2.44	[3048.4,3027.4,2982.6,2913.5,1461.8,1440.0,1400.2,1372.9,1266.9,1099.6,1039.0,1004.2,952.2,830.5,566.9,444.1,379.1,329.5,293.2,266.6,257.4,249.5,242.4,239.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CCHO_s	Pt	3.43	[3048.4,3027.4,2982.6,2913.5,1461.8,1440.0,1400.2,1372.9,1266.9,1099.6,1039.0,1004.2,952.2,830.5,566.9,444.1,379.1,329.5,293.2,266.6,257.4,249.5,242.4,239.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CCHO_s	Pd	3.56	[3048.4,3027.4,2982.6,2913.5,1461.8,1440.0,1400.2,1372.9,1266.9,1099.6,1039.0,1004.2,952.2,830.5,566.9,444.1,379.1,329.5,293.2,266.6,257.4,249.5,242.4,239.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CCHO_s	Ru	2.76	[3048.4,3027.4,2982.6,2913.5,1461.8,1440.0,1400.2,1372.9,1266.9,1099.6,1039.0,1004.2,952.2,830.5,566.9,444.1,379.1,329.5,293.2,266.6,257.4,249.5,242.4,239.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CCHO_s	Rh	2.92	[3048.4,3027.4,2982.6,2913.5,1461.8,1440.0,1400.2,1372.9,1266.9,1099.6,1039.0,1004.2,952.2,830.5,566.9,444.1,379.1,329.5,293.2,266.6,257.4,249.5,242.4,239.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CCHO_s	Ni	3.21	[3048.4,3027.4,2982.6,2913.5,1461.8,1440.0,1400.2,1372.9,1266.9,1099.6,1039.0,1004.2,952.2,830.5,566.9,444.1,379.1,329.5,293.2,266.6,257.4,249.5,242.4,239.7]	ACS Catal. 2021, 11, 23, 14545–14560
CH3CCHO_s	Cu	4.17	[3048.4,3027.4,2982.6,2913.5,1461.8,1440.0,1400.2,1372.9,1266.9,1099.6,1039.0,1004.2,952.2,830.5,566.9,444.1,379.1,329.5,293.2,266.6,257.4,249.5,242.4,239.7]	ACS Catal. 2021, 11, 23, 14545–14560
C-O_s	Co	3.83	[649.4,489.2,424.5,367.1,252.4]	ACS Catal. 2021, 11, 23, 14545–14560
C-O_s	Fe	3	[649.4,489.2,424.5,367.1,252.4]	ACS Catal. 2021, 11, 23, 14545–14560
C-O_s	Pt	4.45	[649.4,489.2,424.5,367.1,252.4]	ACS Catal. 2021, 11, 23, 14545–14560
C-O_s	Pd	4.63	[649.4,489.2,424.5,367.1,252.4]	ACS Catal. 2021, 11, 23, 14545–14560
C-O_s	Ru	3.45	[649.4,489.2,424.5,367.1,252.4]	ACS Catal. 2021, 11, 23, 14545–14560
C-O_s	Rh	3.69	[649.4,489.2,424.5,367.1,252.4]	ACS Catal. 2021, 11, 23, 14545–14560
C-O_s	Ni	4.08	[649.4,489.2,424.5,367.1,252.4]	ACS Catal. 2021, 11, 23, 14545–14560
C-O_s	Cu	5.49	[649.4,489.2,424.5,367.1,252.4]	ACS Catal. 2021, 11, 23, 14545–14560
H-H_s	Co	0.3	[2116.4,2020.7,351.3,229.0,134.4]	ACS Catal. 2021, 11, 23, 14545–14560
H-H_s	Fe	0	[2116.4,2020.7,351.3,229.0,134.4]	ACS Catal. 2021, 11, 23, 14545–14560
H-H_s	Pt	0.45	[2116.4,2020.7,351.3,229.0,134.4]	ACS Catal. 2021, 11, 23, 14545–14560
H-H_s	Pd	0.26	[2116.4,2020.7,351.3,229.0,134.4]	ACS Catal. 2021, 11, 23, 14545–14560
H-H_s	Ru	0.12	[2116.4,2020.7,351.3,229.0,134.4]	ACS Catal. 2021, 11, 23, 14545–14560
H-H_s	Rh	0.28	[2116.4,2020.7,351.3,229.0,134.4]	ACS Catal. 2021, 11, 23, 14545–14560
H-H_s	Ni	0.3	[2116.4,2020.7,351.3,229.0,134.4]	ACS Catal. 2021, 11, 23, 14545–14560
H-H_s	Cu	0.86	[2116.4,2020.7,351.3,229.0,134.4]	ACS Catal. 2021, 11, 23, 14545–14560
C-H_s	Co	2.64	[1897.4,645.4,558.2,479.1,425.4]	ACS Catal. 2021, 11, 23, 14545–14560
C-H_s	Fe	1.77	[1897.4,645.4,558.2,479.1,425.4]	ACS Catal. 2021, 11, 23, 14545–14560
C-H_s	Pt	2.32	[1897.4,645.4,558.2,479.1,425.4]	ACS Catal. 2021, 11, 23, 14545–14560
C-H_s	Pd	2.52	[1897.4,645.4,558.2,479.1,425.4]	ACS Catal. 2021, 11, 23, 14545–14560
C-H_s	Ru	1.93	[1897.4,645.4,558.2,479.1,425.4]	ACS Catal. 2021, 11, 23, 14545–14560
C-H_s	Rh	2.06	[1897.4,645.4,558.2,479.1,425.4]	ACS Catal. 2021, 11, 23, 14545–14560
C-H_s	Ni	2.71	[1897.4,645.4,558.2,479.1,425.4]	ACS Catal. 2021, 11, 23, 14545–14560
C-H_s	Cu	4.12	[1897.4,645.4,558.2,479.1,425.4]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH_s	Co	2.07	[3020.9,1938.4,1061.3,774.3,597.8,516.6,429.7,411.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH_s	Fe	1.2	[3020.9,1938.4,1061.3,774.3,597.8,516.6,429.7,411.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH_s	Pt	1.75	[3020.9,1938.4,1061.3,774.3,597.8,516.6,429.7,411.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH_s	Pd	1.96	[3020.9,1938.4,1061.3,774.3,597.8,516.6,429.7,411.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH_s	Ru	1.36	[3020.9,1938.4,1061.3,774.3,597.8,516.6,429.7,411.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH_s	Rh	1.49	[3020.9,1938.4,1061.3,774.3,597.8,516.6,429.7,411.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH_s	Ni	2.14	[3020.9,1938.4,1061.3,774.3,597.8,516.6,429.7,411.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH_s	Cu	3.55	[3020.9,1938.4,1061.3,774.3,597.8,516.6,429.7,411.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2_s	Co	1.99	[3099.2,3011.6,2016.4,1379.2,1040.5,945.1,736.4,562.2,368.6,334.8,188.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2_s	Fe	1.3	[3099.2,3011.6,2016.4,1379.2,1040.5,945.1,736.4,562.2,368.6,334.8,188.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2_s	Pt	1.78	[3099.2,3011.6,2016.4,1379.2,1040.5,945.1,736.4,562.2,368.6,334.8,188.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2_s	Pd	1.9	[3099.2,3011.6,2016.4,1379.2,1040.5,945.1,736.4,562.2,368.6,334.8,188.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2_s	Ru	1.45	[3099.2,3011.6,2016.4,1379.2,1040.5,945.1,736.4,562.2,368.6,334.8,188.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2_s	Rh	1.56	[3099.2,3011.6,2016.4,1379.2,1040.5,945.1,736.4,562.2,368.6,334.8,188.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2_s	Ni	2.04	[3099.2,3011.6,2016.4,1379.2,1040.5,945.1,736.4,562.2,368.6,334.8,188.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH2_s	Cu	3.11	[3099.2,3011.6,2016.4,1379.2,1040.5,945.1,736.4,562.2,368.6,334.8,188.7]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH3_s	Co	1.16	[3161.5,3101.3,3008.2,1960.4,1437.0,1422.9,1225.6,872.7,832.8,426.7,132.9,131.0,129.8,126.5]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH3_s	Fe	0.7	[3161.5,3101.3,3008.2,1960.4,1437.0,1422.9,1225.6,872.7,832.8,426.7,132.9,131.0,129.8,126.5]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH3_s	Pt	1.08	[3161.5,3101.3,3008.2,1960.4,1437.0,1422.9,1225.6,872.7,832.8,426.7,132.9,131.0,129.8,126.5]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH3_s	Pd	1.1	[3161.5,3101.3,3008.2,1960.4,1437.0,1422.9,1225.6,872.7,832.8,426.7,132.9,131.0,129.8,126.5]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH3_s	Ru	0.83	[3161.5,3101.3,3008.2,1960.4,1437.0,1422.9,1225.6,872.7,832.8,426.7,132.9,131.0,129.8,126.5]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH3_s	Rh	0.93	[3161.5,3101.3,3008.2,1960.4,1437.0,1422.9,1225.6,872.7,832.8,426.7,132.9,131.0,129.8,126.5]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH3_s	Ni	1.18	[3161.5,3101.3,3008.2,1960.4,1437.0,1422.9,1225.6,872.7,832.8,426.7,132.9,131.0,129.8,126.5]	ACS Catal. 2021, 11, 23, 14545–14560
H-CH3_s	Cu	1.84	[3161.5,3101.3,3008.2,1960.4,1437.0,1422.9,1225.6,872.7,832.8,426.7,132.9,131.0,129.8,126.5]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-C_s	Co	3.63	[3180.2,3111.5,3002.0,1424.6,1414.1,1177.5,852.4,769.6,641.6,579.0,375.6,347.7,150.7,150.5]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-C_s	Fe	2.74	[3180.2,3111.5,3002.0,1424.6,1414.1,1177.5,852.4,769.6,641.6,579.0,375.6,347.7,150.7,150.5]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-C_s	Pt	3.62	[3180.2,3111.5,3002.0,1424.6,1414.1,1177.5,852.4,769.6,641.6,579.0,375.6,347.7,150.7,150.5]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-C_s	Pd	3.75	[3180.2,3111.5,3002.0,1424.6,1414.1,1177.5,852.4,769.6,641.6,579.0,375.6,347.7,150.7,150.5]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-C_s	Ru	3.06	[3180.2,3111.5,3002.0,1424.6,1414.1,1177.5,852.4,769.6,641.6,579.0,375.6,347.7,150.7,150.5]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-C_s	Rh	3.14	[3180.2,3111.5,3002.0,1424.6,1414.1,1177.5,852.4,769.6,641.6,579.0,375.6,347.7,150.7,150.5]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-C_s	Ni	3.72	[3180.2,3111.5,3002.0,1424.6,1414.1,1177.5,852.4,769.6,641.6,579.0,375.6,347.7,150.7,150.5]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-C_s	Cu	5.17	[3180.2,3111.5,3002.0,1424.6,1414.1,1177.5,852.4,769.6,641.6,579.0,375.6,347.7,150.7,150.5]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH_s	Co	3.22	[3153.3,3076.8,3015.4,2973.4,1439.3,1425.0,1223.6,1105.3,868.7,834.7,695.0,476.0,450.6,344.4,288.9,265.8,139.4]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH_s	Fe	2.37	[3153.3,3076.8,3015.4,2973.4,1439.3,1425.0,1223.6,1105.3,868.7,834.7,695.0,476.0,450.6,344.4,288.9,265.8,139.4]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH_s	Pt	3.23	[3153.3,3076.8,3015.4,2973.4,1439.3,1425.0,1223.6,1105.3,868.7,834.7,695.0,476.0,450.6,344.4,288.9,265.8,139.4]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH_s	Pd	3.34	[3153.3,3076.8,3015.4,2973.4,1439.3,1425.0,1223.6,1105.3,868.7,834.7,695.0,476.0,450.6,344.4,288.9,265.8,139.4]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH_s	Ru	2.68	[3153.3,3076.8,3015.4,2973.4,1439.3,1425.0,1223.6,1105.3,868.7,834.7,695.0,476.0,450.6,344.4,288.9,265.8,139.4]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH_s	Rh	2.76	[3153.3,3076.8,3015.4,2973.4,1439.3,1425.0,1223.6,1105.3,868.7,834.7,695.0,476.0,450.6,344.4,288.9,265.8,139.4]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH_s	Ni	3.3	[3153.3,3076.8,3015.4,2973.4,1439.3,1425.0,1223.6,1105.3,868.7,834.7,695.0,476.0,450.6,344.4,288.9,265.8,139.4]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH_s	Cu	4.68	[3153.3,3076.8,3015.4,2973.4,1439.3,1425.0,1223.6,1105.3,868.7,834.7,695.0,476.0,450.6,344.4,288.9,265.8,139.4]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH2_s	Co	3.04	[3171.8,3130.5,3081.2,3032.8,2953.6,1435.6,1413.7,1367.3,1227.2,1082.1,1027.8,878.3,804.9,716.5,472.5,317.7,190.8,163.0,136.5,136.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH2_s	Fe	2.4	[3171.8,3130.5,3081.2,3032.8,2953.6,1435.6,1413.7,1367.3,1227.2,1082.1,1027.8,878.3,804.9,716.5,472.5,317.7,190.8,163.0,136.5,136.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH2_s	Pt	3.18	[3171.8,3130.5,3081.2,3032.8,2953.6,1435.6,1413.7,1367.3,1227.2,1082.1,1027.8,878.3,804.9,716.5,472.5,317.7,190.8,163.0,136.5,136.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH2_s	Pd	3.2	[3171.8,3130.5,3081.2,3032.8,2953.6,1435.6,1413.7,1367.3,1227.2,1082.1,1027.8,878.3,804.9,716.5,472.5,317.7,190.8,163.0,136.5,136.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH2_s	Ru	2.7	[3171.8,3130.5,3081.2,3032.8,2953.6,1435.6,1413.7,1367.3,1227.2,1082.1,1027.8,878.3,804.9,716.5,472.5,317.7,190.8,163.0,136.5,136.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH2_s	Rh	2.75	[3171.8,3130.5,3081.2,3032.8,2953.6,1435.6,1413.7,1367.3,1227.2,1082.1,1027.8,878.3,804.9,716.5,472.5,317.7,190.8,163.0,136.5,136.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH2_s	Ni	3.11	[3171.8,3130.5,3081.2,3032.8,2953.6,1435.6,1413.7,1367.3,1227.2,1082.1,1027.8,878.3,804.9,716.5,472.5,317.7,190.8,163.0,136.5,136.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH2_s	Cu	4.12	[3171.8,3130.5,3081.2,3032.8,2953.6,1435.6,1413.7,1367.3,1227.2,1082.1,1027.8,878.3,804.9,716.5,472.5,317.7,190.8,163.0,136.5,136.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH3_s	Co	3.36	[3166.4,3155.0,3069.7,3054.3,2744.6,2695.4,1439.6,1415.1,1399.3,1391.7,1252.2,1222.3,910.7,892.5,805.5,763.7,324.7,285.4,268.1,187.2,142.3,131.0,128.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH3_s	Fe	3.15	[3166.4,3155.0,3069.7,3054.3,2744.6,2695.4,1439.6,1415.1,1399.3,1391.7,1252.2,1222.3,910.7,892.5,805.5,763.7,324.7,285.4,268.1,187.2,142.3,131.0,128.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH3_s	Pt	3.24	[3166.4,3155.0,3069.7,3054.3,2744.6,2695.4,1439.6,1415.1,1399.3,1391.7,1252.2,1222.3,910.7,892.5,805.5,763.7,324.7,285.4,268.1,187.2,142.3,131.0,128.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH3_s	Pd	3.33	[3166.4,3155.0,3069.7,3054.3,2744.6,2695.4,1439.6,1415.1,1399.3,1391.7,1252.2,1222.3,910.7,892.5,805.5,763.7,324.7,285.4,268.1,187.2,142.3,131.0,128.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH3_s	Ru	3.16	[3166.4,3155.0,3069.7,3054.3,2744.6,2695.4,1439.6,1415.1,1399.3,1391.7,1252.2,1222.3,910.7,892.5,805.5,763.7,324.7,285.4,268.1,187.2,142.3,131.0,128.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH3_s	Rh	3.18	[3166.4,3155.0,3069.7,3054.3,2744.6,2695.4,1439.6,1415.1,1399.3,1391.7,1252.2,1222.3,910.7,892.5,805.5,763.7,324.7,285.4,268.1,187.2,142.3,131.0,128.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH3_s	Ni	3.38	[3166.4,3155.0,3069.7,3054.3,2744.6,2695.4,1439.6,1415.1,1399.3,1391.7,1252.2,1222.3,910.7,892.5,805.5,763.7,324.7,285.4,268.1,187.2,142.3,131.0,128.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH3-CH3_s	Cu	3.71	[3166.4,3155.0,3069.7,3054.3,2744.6,2695.4,1439.6,1415.1,1399.3,1391.7,1252.2,1222.3,910.7,892.5,805.5,763.7,324.7,285.4,268.1,187.2,142.3,131.0,128.6]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-C_s	Co	4.35	[3177.7,3061.2,1361.5,869.0,753.3,616.5,588.4,548.2,528.2,336.7,145.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-C_s	Fe	3.33	[3177.7,3061.2,1361.5,869.0,753.3,616.5,588.4,548.2,528.2,336.7,145.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-C_s	Pt	4.26	[3177.7,3061.2,1361.5,869.0,753.3,616.5,588.4,548.2,528.2,336.7,145.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-C_s	Pd	4.45	[3177.7,3061.2,1361.5,869.0,753.3,616.5,588.4,548.2,528.2,336.7,145.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-C_s	Ru	3.65	[3177.7,3061.2,1361.5,869.0,753.3,616.5,588.4,548.2,528.2,336.7,145.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-C_s	Rh	3.74	[3177.7,3061.2,1361.5,869.0,753.3,616.5,588.4,548.2,528.2,336.7,145.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-C_s	Ni	4.45	[3177.7,3061.2,1361.5,869.0,753.3,616.5,588.4,548.2,528.2,336.7,145.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-C_s	Cu	6.13	[3177.7,3061.2,1361.5,869.0,753.3,616.5,588.4,548.2,528.2,336.7,145.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH_s	Co	3.9	[3180.2,3053.6,3007.1,1360.5,867.8,799.4,785.3,717.9,657.0,563.4,501.8,443.1,294.1,141.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH_s	Fe	2.91	[3180.2,3053.6,3007.1,1360.5,867.8,799.4,785.3,717.9,657.0,563.4,501.8,443.1,294.1,141.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH_s	Pt	3.83	[3180.2,3053.6,3007.1,1360.5,867.8,799.4,785.3,717.9,657.0,563.4,501.8,443.1,294.1,141.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH_s	Pd	4	[3180.2,3053.6,3007.1,1360.5,867.8,799.4,785.3,717.9,657.0,563.4,501.8,443.1,294.1,141.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH_s	Ru	3.23	[3180.2,3053.6,3007.1,1360.5,867.8,799.4,785.3,717.9,657.0,563.4,501.8,443.1,294.1,141.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH_s	Rh	3.32	[3180.2,3053.6,3007.1,1360.5,867.8,799.4,785.3,717.9,657.0,563.4,501.8,443.1,294.1,141.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH_s	Ni	4	[3180.2,3053.6,3007.1,1360.5,867.8,799.4,785.3,717.9,657.0,563.4,501.8,443.1,294.1,141.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH_s	Cu	5.6	[3180.2,3053.6,3007.1,1360.5,867.8,799.4,785.3,717.9,657.0,563.4,501.8,443.1,294.1,141.1]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH2_s	Co	3.68	[3183.6,3150.5,3063.1,3039.6,1366.6,1343.2,924.0,914.2,864.6,808.6,739.4,715.7,602.5,491.7,203.5,157.0,149.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH2_s	Fe	2.92	[3183.6,3150.5,3063.1,3039.6,1366.6,1343.2,924.0,914.2,864.6,808.6,739.4,715.7,602.5,491.7,203.5,157.0,149.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH2_s	Pt	3.75	[3183.6,3150.5,3063.1,3039.6,1366.6,1343.2,924.0,914.2,864.6,808.6,739.4,715.7,602.5,491.7,203.5,157.0,149.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH2_s	Pd	3.82	[3183.6,3150.5,3063.1,3039.6,1366.6,1343.2,924.0,914.2,864.6,808.6,739.4,715.7,602.5,491.7,203.5,157.0,149.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH2_s	Ru	3.23	[3183.6,3150.5,3063.1,3039.6,1366.6,1343.2,924.0,914.2,864.6,808.6,739.4,715.7,602.5,491.7,203.5,157.0,149.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH2_s	Rh	3.3	[3183.6,3150.5,3063.1,3039.6,1366.6,1343.2,924.0,914.2,864.6,808.6,739.4,715.7,602.5,491.7,203.5,157.0,149.2]	ACS Catal. 2021, 11, 23, 14545–14560
CH2-CH2_s	Ni	3.75	[3183.6,3150.5,3063.1,3039.6,1366.6,1343.2,924.0,914.2,864.6,808.6,739.4,715.7,602.5,491.7,203.5,157.0,149.2]	ACS Catal. 2021, 11, 23, 14545–14560
